Gene,NTG-7,NTG-8,NTG-9,NTG-10,AD-16,AD-17,AD-18,AD-19,AD-20,AD-CP2-21,AD-CP2-22,AD-CP2-23,AD-CP2-24,AD-CP2-25
56752,29.52622646,24.28748158,25.53257632,30.09108847,25.27134671,27.9130479,28.83819515,29.14468796,27.43630051,29.56987151,28.08433814,25.79628459,29.08587994,28.93546434
56773,2.30011195,1.266419469,1.318314328,1.411605417,1.18876443,1.875078321,1.761512606,1.796353322,1.500877681,1.344303823,1.696982294,1.508990682,1.298922592,1.500584738
56774,0.017396961,0.062965201,0.018806265,0.017105708,0,0.018375207,0.02940984,0.038931317,0.068340912,0.009351754,0.054125681,0,0.070077501,0.021138843
56794,4.606238392,3.566426174,3.561204735,3.783823905,3.535924455,4.175494152,4.667223296,5.264881134,4.317556843,4.425616009,4.601640811,3.752759913,4.295481625,4.187112525
56847,0.627832371,0.468521128,0.566742999,0.350027625,0.595348167,0.464878808,0.32825587,0.304170419,0.305112925,0.445350201,0.342334671,0.312794056,0.422948551,0.755007099
57028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57138,224.2520266,220.7817414,249.608016,266.0614525,250.8346572,232.3296227,243.4634425,229.7851697,232.5654138,251.9893802,246.6364754,236.8225312,261.8781959,286.4640596
57274,1.687042802,2.474306945,0.929733432,2.780927722,1.945894157,4.699342252,1.789473124,1.406485431,2.014164853,2.596142304,2.933126405,1.053629128,2.205996955,3.336121426
57279,8.867443437,7.394892839,8.565877188,8.791747462,8.890578736,8.617042828,8.438702388,9.100810107,7.775923213,8.598629292,8.102609251,6.894791923,8.677303614,10.64734805
57370,13.43547825,11.9706134,14.18129647,15.08011577,17.20998532,14.87772,14.7878559,13.7492742,15.92597013,16.00703214,15.7297856,14.10850758,17.28927294,17.03566478
57394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57738,12.40278487,13.67548559,10.34081143,13.99488353,12.29305174,11.14974871,14.68932383,12.11112797,10.78551909,10.49374848,12.45009801,13.01615039,11.74167145,15.36143346
57813,37.6991629,37.77887578,36.56882961,44.20260219,39.97499014,39.98991764,41.58613212,41.68068682,38.41706774,42.95237424,40.7488874,40.29895255,41.31092029,43.58471818
57874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58176,0.030842108,0,0.016670293,0.060651523,0.032987139,0.097729161,0.052139076,0.034509587,0.060578909,0.033158415,0.127941896,0.06774978,0,0
58193,75.23121756,62.46358074,67.27001592,69.23289897,69.31038231,72.35678313,71.29764019,62.93639932,66.03430212,67.43365029,63.88861265,65.2443606,69.67828451,70.11562203
58246,16.13799089,15.98637535,16.74862162,17.9097,22.89313913,20.29776214,19.27260251,17.71099374,19.11256149,18.81973269,18.70760558,17.81425547,20.10119143,21.33348063
58807,32.94411193,44.72317715,37.46209794,44.28679516,39.55807218,36.79205653,40.24799487,35.73624141,26.6584178,37.58076961,39.0489596,29.89662646,40.5872655,38.55671741
58810,240.5179212,212.8677756,225.7506942,231.1298131,233.7783603,274.349335,251.0144788,238.551827,229.8396945,238.0400874,232.5485156,231.5397768,239.4696454,240.2887023
58865,0.045691138,0.110247292,0.111133161,0.022463097,0.036651676,0.108585881,0.096551998,0.08946759,0.100962917,0.073683957,0.094769963,0.025092031,0.092025292,0.111037532
58875,59.72774379,52.12911437,53.04844409,58.10767345,56.7199776,58.01217206,61.89588118,59.59301119,50.48682573,59.92868062,60.36939212,53.57433338,56.72012888,55.24204522
58994,27.30013313,31.19293778,35.21329948,38.79553198,64.74629832,35.22128533,29.76048402,28.68313156,34.60635168,33.35531375,30.73121526,35.49720655,38.04049711,38.83353274
59012,6.435531758,4.586333005,5.179785266,6.722703518,6.283714733,10.15171594,6.173923587,5.779444047,6.898115396,7.541450101,6.461000723,6.432304599,9.422840564,6.457810761
59027,35.42163509,31.35313437,30.82745567,33.81450768,34.5336786,40.69542646,44.41088237,37.31827845,33.95466811,36.06901545,36.82333841,34.66937068,37.53498757,37.97167058
59033,29.70541112,28.28223296,30.53957068,34.66445287,28.33883027,31.29581308,33.68320727,31.9312142,36.41627977,37.19453943,32.94304719,32.16029155,39.50909802,40.46820679
59045,18.24817917,17.12192043,18.21949594,19.89135058,26.92725221,23.15043649,18.803169,20.23956739,20.370616,21.81255046,21.80734902,16.92504079,20.79240361,22.44865487
595136,134.9386147,117.0786175,124.0925939,123.9708305,124.225883,134.4186581,136.2823586,114.452752,118.4328933,119.5310149,126.3971647,116.2389086,119.3592406,117.9178244
60525,16.31522161,13.94960997,14.91717282,17.4870505,12.25675724,14.1158024,14.57562274,13.79916938,14.96641933,14.95890184,13.84146285,13.28712318,16.45929392,16.02811427
60527,21.32699202,23.10606511,25.4648336,25.90246281,19.0085487,26.17443443,24.537779,23.63808559,24.4446181,25.73829386,25.15002454,24.52809399,27.04927695,27.4130701
60596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621603,0.990570424,1.161400633,1.161306637,1.577584062,2.55166536,1.429412609,1.120314338,0.921032035,1.164644372,0.914969362,1.490297499,1.471065758,1.123989433,1.25448814
622127,0.037810862,0,0.020436935,0,0.080881124,0.059905502,0,0.084614014,0.129966681,0,0.039212572,0,0.033846152,0.022971768
625249,387.3992627,323.8529776,323.3343606,320.6733861,310.0850472,340.5009256,347.911682,343.2013595,270.6542124,311.2293813,335.672122,305.4705946,280.1644644,278.0471345
628779,43.78957915,48.47886104,55.96387728,56.93585128,43.4789938,50.58524005,51.26467517,45.69528198,53.46408769,49.40448868,43.29527774,50.45142796,55.6149901,54.9040381
631304,0,0,0,0,0.034389714,0,0.013588992,0.089942237,0.015788663,0,0,0,0,0.039069315
63828,17.34924651,14.25426805,15.83321224,17.59959933,18.0184354,17.90165408,17.19573737,15.24110161,14.55096708,16.12631498,16.74596979,14.34177296,17.17120908,17.07921442
63959,12.77399612,10.80752851,13.16428238,16.82501685,14.5232875,14.05118816,13.6005943,13.20056724,14.37490041,13.43688914,13.73447712,13.94005399,14.34990691,15.12308056
63993,3.670341915,1.134861784,1.048064146,2.45699892,12.30765067,0.871654369,3.873104289,2.169623626,0.867138037,2.996720559,1.334636539,2.205781535,1.529092752,3.562221758
64008,1.031014515,0.721959431,0.654692255,0.822345638,0.694019784,1.149911867,1.444329791,1.000336564,0.800119001,1.015429431,1.256165217,0.720616131,0.897090491,0.902347457
64292,3.52580762,3.428610836,3.096785727,2.951245846,3.852295316,3.74011895,5.138305236,5.509489423,4.865591297,5.645057732,5.004066778,3.346715919,3.822695083,4.062572646
64385,4.632734657,4.49527028,9.264177347,8.536373953,12.00874505,10.4817607,7.915698089,8.421645088,11.17304292,11.53697751,9.943851609,5.483886947,5.85911363,8.285310165
64436,32.16938686,27.7085875,31.89996002,32.86682528,34.38444454,30.92670853,33.34942137,31.46427476,30.75401818,33.99551244,33.39796986,29.77953329,34.32917337,35.70467548
64580,5.428573419,4.040633678,4.889587879,5.511212459,4.045822174,4.583009392,4.890124301,4.691861182,3.748864603,4.062704315,3.966734871,4.314823922,5.024192987,4.400571708
64602,33.44497084,33.53037169,31.66767821,36.32374312,34.69289151,35.48857754,33.84704416,33.20386176,33.21944009,36.69214946,35.35153753,32.1186859,37.00017233,39.02004753
64705,0.20641073,0.10672384,0.180630495,0.289935832,0.105126831,0.249162732,0.066464883,0.208959583,0.144794356,0.232479876,0.061160773,0.161934013,0.299146966,0.226920853
64707,2.973511388,3.260498023,3.126526657,2.743910639,3.665693945,2.546912062,2.713767947,2.69805501,2.47454539,2.759904183,2.901107871,2.886493985,3.492370251,3.802374541
64898,19.56128728,17.85799065,20.54936903,23.30096465,18.46943249,21.66450907,19.87174759,19.50490313,21.84143257,22.15658662,20.16996848,19.26953867,22.54397725,22.94979707
64899,0.80053805,0.604845471,0.515736621,0.779184889,0.899457656,0.819930202,1.004739324,1.185260459,0.754427982,0.98236965,0.712811093,0.772680375,1.049560547,0.550227945
64918,0.544862652,0.584306176,0.824601746,0.619078228,0.647507987,0.485978425,0.552659407,0.812870743,0.463752786,0.676904776,0.552504656,0.531946998,0.682822442,0.779755106
654821,0.686216058,0.827878943,0.683624681,0.754107427,0.676377509,0.483201734,0.40943266,0.797925394,0.515350506,1.070464156,0.990735647,0.665023604,0.638350615,0.899210196
66043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66046,55.13050844,50.24269247,45.45215255,45.74036395,47.61825587,50.72039119,51.27512223,48.92604177,39.60123602,46.70824078,47.46848603,44.03277273,43.63266973,44.76068529
66052,55.86258263,49.26546511,50.70082867,56.76187976,53.3483185,56.39239729,55.86488179,53.79485617,50.8900391,55.81894167,54.28286766,51.24078484,54.90022825,51.84098951
66054,52.60831037,50.33967291,49.09841016,51.79686538,57.0813095,66.03363566,60.60079974,64.17946977,62.21472494,61.60599517,59.4706113,58.32331279,62.10792771,61.66277303
66065,0.189793528,0.140907462,0.126257506,0.229681328,0.265452957,0.246727123,0.234466569,0.21236215,0.286757932,0.266831241,0.196829477,0.224491513,0.182961113,0.319314311
66091,163.9748698,131.5059536,140.2259571,134.6319064,149.1653433,164.4803995,158.2877161,146.7397328,127.9061699,147.8812545,143.841584,139.1082629,135.1569929,137.7786668
