Gene,B4APH9540922,B4APH9550922,B4APH9500922,B4APH9560922,B4APH9690922,B4AP9010922,B4AP8920922,B4AP9020922,B4AP9530922,B4AP9060922,B4AP9200922,B4AP9480922,B4AP9490922,B4AP9750922,B4AP9400922
Nudt16,848.310882,756.0927935,815.8333586,740.1684755,676.8865208,804.9446536,959.4970344,1052.310608,824.253568,841.4462277,804.505459,879.9144278,1073.948493,865.9239546,636.3680921
Nudt16l1,2026.860192,2177.79685,2208.767702,1966.006237,1896.378431,1949.710276,2508.840636,1796.185349,2198.3228,2315.699385,1794.265733,2053.8287,1978.43363,1884.146092,2293.68733
Nudt17,216.6643653,190.3232204,168.6910572,197.2368717,219.2345007,238.5763731,146.4652794,226.7910794,284.7763182,229.3063989,225.8443527,255.4253967,219.485671,298.069301,309.153781
Nudt18,1510.535031,1827.310919,1602.071795,1463.370338,1428.678163,1633.947429,1436.754645,1485.935152,1612.792614,1723.242509,1439.367464,1459.573695,1349.581661,1787.327962,1866.608911
Nudt19,3104.940139,3567.26036,2473.149008,3165.333667,1309.926142,1449.50183,1310.216615,1300.873631,1307.339468,2301.921318,1033.472084,1236.46743,2363.299202,1402.231128,1297.171019
Nudt2,750.4624589,922.4956092,846.4147783,856.8139372,652.2226395,775.8744233,701.4391611,841.8484867,918.2391516,865.065771,1039.716628,969.5739548,689.0829207,1017.134293,1058.134591
Nudt21,3610.78154,3623.42131,3344.226222,3697.661138,3916.989745,3720.989482,3108.650828,4259.136471,3599.647851,3443.532574,4258.779222,3898.104319,3276.972112,3707.372911,3459.122718
Nudt22,378.2889927,298.4850505,349.2200834,355.2384517,424.7668451,300.7265207,270.0142225,246.7486944,377.822046,348.3882627,374.6726588,414.9359505,418.5540703,388.3603666,484.4471619
Nudt3,9909.773774,10388.73578,10812.99812,11174.63524,10245.559,9340.565732,10456.82386,9346.513964,10102.51038,10550.06264,9341.838292,9679.058705,11068.203,12034.81999,11606.54659
Nudt4,10145.65837,11036.66675,12598.55843,11718.62725,11478.75306,12865.08055,11105.45581,11488.32892,10725.6348,11950.50473,11094.47373,10994.76014,10397.49563,11497.42497,10629.15319
Nudt5,969.7477642,1015.057175,934.2130479,1046.627916,936.3140133,876.1165969,788.1226938,926.2147682,887.223909,954.6232057,1097.999042,1048.807955,834.0455499,833.2886297,911.525581
Nudt6,84.74372354,82.16139022,62.14933687,67.86645047,54.80862517,26.06296512,75.72354581,57.15135201,25.37610757,84.63669659,44.75256758,60.46805309,59.210088,108.7844164,57.36874286
Nudt7,385.2781658,312.0052793,369.936529,339.3322524,336.1595677,234.5666861,187.3161396,365.58722,279.1371832,253.9100898,335.1238781,249.1700808,263.3828052,237.1500278,197.6034476
Nudt8,40.18774518,55.12093268,18.7434508,36.05405181,40.19299179,48.11624331,2.989087334,19.95761499,28.19567507,32.47687195,15.61136078,36.48934238,4.083454345,41.33807824,23.3724508
Nudt9,2354.47768,2695.725613,2323.201402,2377.446593,2524.850666,2096.063849,2186.019204,2032.955236,2232.15761,2080.4881,2233.465349,2120.552069,1990.683993,2635.84641,2666.584159
Nuf2,274.3250432,279.7647338,334.4226222,132.5516611,344.3808615,297.7192555,171.3743405,242.2128728,145.6776545,273.5930425,159.23588,213.7232911,198.0475357,180.5821312,138.1099365
Nufip1,711.1483604,802.8935854,568.2225085,734.866409,791.9846337,607.4675717,744.2827463,915.3287964,655.0795175,691.8557873,674.4107858,681.8294263,659.4778767,752.7881616,730.9202794
Nufip2,2627.929076,2566.763431,2674.39448,2370.0237,2385.088672,2556.175426,2538.731509,2208.945113,2276.330834,2118.869858,2618.545582,2501.083782,2206.08621,2301.878251,2161.951699
Nuggc,14.85199278,0,0,1.060413289,0,0,0,0,4.699279179,9.841476348,0,0,0,0,8.499073017
Numa1,6754.16213,6062.262577,6345.151345,6719.83901,6376.983539,6534.787294,6516.210389,5567.267417,6670.156867,6381.213264,6783.656639,5902.933045,6375.293096,6462.882179,6409.363439
Numb,1970.946807,1648.427892,2062.766086,1806.944244,1938.398377,1664.020081,1789.466951,1883.273123,1763.169548,1894.484197,1897.300714,1606.573618,2154.022167,1809.084845,1921.852886
Numbl,4654.789268,5238.56864,4684.876203,5221.475033,5233.310227,4585.077018,5246.844634,4941.324038,4891.009769,5266.173994,4963.371972,4568.465666,5655.584268,5712.269706,5757.059585
Nup107,788.9029108,718.65216,741.8460528,577.9252423,812.0811296,743.7969278,659.5919385,837.3126651,780.0803437,711.53874,858.6248431,746.4676899,651.310968,797.3897723,796.7880953
Nup133,1590.036875,1816.910743,1462.97566,1731.6549,1591.277084,1592.848138,1618.09261,1709.097574,1505.649049,1527.397129,1734.942562,1603.44596,1492.502563,1702.476117,1690.253146
Nup153,2905.748706,3005.650857,2425.797133,2810.095215,3183.467645,2512.068869,2727.044011,3196.847055,2816.74794,2710.342586,2890.18326,2765.892153,2950.295764,2731.576696,2609.215416
Nup155,1214.368822,1399.863687,1166.039939,1152.669245,1318.147435,1325.201534,1106.958676,1409.733349,1312.978603,1183.929605,1400.859441,1164.531298,1166.847079,1286.919646,1114.440949
Nup160,792.3974974,889.215046,819.7793482,606.5564011,897.9479757,575.3900762,940.5661479,687.6305527,843.9905405,724.3326592,794.0978852,836.1272169,657.4361495,666.8484726,677.8010731
Nup188,1198.643182,990.096753,1376.163888,1125.098499,1427.764686,1229.971469,1146.813174,920.7717823,1101.51104,971.3537155,1227.052958,1048.807955,1228.098894,1042.154709,1071.945584
Nup205,1907.170603,1601.6271,1429.434748,1663.78845,1815.992447,2055.96698,1643.998034,1553.065312,1709.597765,1660.25706,1711.005142,1550.275775,1814.074593,1558.880687,1480.963473
Nup210,1819.805939,1316.662279,1457.056676,1543.961748,1298.050939,1327.206378,1103.969589,1328.995725,1297.001053,1077.64166,1349.862329,1197.892983,1415.937794,1195.540736,1534.08268
Nup210l,45.42962499,9.360158379,31.56791714,22.26867906,32.8851751,39.09444769,77.7162707,69.85165245,41.35365677,38.38175776,18.73363294,9.382973756,75.54390538,39.16238991,56.30635874
Nup214,2274.975836,2251.638099,1966.089339,2309.580143,2494.705922,2142.175249,2337.466296,2167.215555,2435.166471,1944.675726,2370.845324,2273.807307,2240.795572,2134.35025,1893.168514
Nup35,737.3577594,770.6530399,571.1820008,512.1796184,669.5787042,514.2423503,801.0754056,832.7768435,734.0274078,693.8240825,731.652442,822.5740326,794.2318701,650.5308101,688.4249143
Nup37,173.8556802,200.7233964,260.4353164,156.9411667,191.8301881,99.23975182,146.4652794,140.6104692,258.4603548,195.8453793,239.3741987,291.9147391,182.7345819,124.0142347,152.9833143
Nup43,196.5704927,193.4432732,194.3399899,201.4785248,287.7452821,231.5594209,204.2543012,173.2683847,156.9559246,187.9721982,294.5343401,251.2551861,193.9640814,229.5351186,242.223581
Nup50,2359.719559,3251.09501,2721.746356,3043.386138,2910.337997,3035.333015,2731.029461,3014.507027,2765.055869,2646.37299,2775.699947,3045.29626,2549.096375,2446.561525,2700.580451
Nup50l,24.46210576,11.44019357,0.986497411,10.60413289,7.307816689,10.02421736,11.95634934,20.8647793,8.458702522,21.65124797,24.97817725,6.255315837,31.64677117,2.175688328,29.74675556
Nup54,991.58893,964.0963131,839.5092965,876.9617897,891.5536361,961.3224444,878.7916763,946.1723832,823.3137122,815.8583892,952.2930077,835.0846643,800.3570516,720.1528366,767.0413398
Nup62,1258.9248,1508.025517,1416.610282,1500.484803,1458.822907,1538.717364,1539.379977,1412.454842,1555.461408,1625.811893,1348.821572,1454.360932,1535.378834,1682.894922,1511.772613
Nup62cl,49.79785816,8.320140782,25.64893268,11.66454618,27.40431258,29.07023033,38.85813535,88.90210312,18.79711672,8.857328713,28.10044941,19.80850015,12.25036303,9.790597477,1.062384127
Nup85,1200.390476,1396.743634,1034.835784,1284.160493,1127.230724,1398.378321,1187.664034,1229.20765,1346.813413,1207.549148,1421.674589,1124.914298,1291.392437,1199.892113,1425.719499
Nup88,2528.33336,2531.402833,2056.847101,2270.344851,2209.701071,1945.700589,2350.419007,2244.324522,2312.985212,2380.653129,2259.484284,2389.53065,2549.096375,2354.094771,2284.125873
Nup93,1292.123372,976.5765242,1288.365618,1362.631076,1267.906196,1300.140991,1263.38758,1060.475087,1072.375509,1082.562398,1180.218875,1088.424956,1392.457932,1121.567333,1163.310619
Nup98,2453.199749,1976.033436,2051.914614,2045.537234,2265.423174,2181.269697,2361.378994,2251.581836,1969.937832,2179.887011,2344.82639,2094.488253,2226.503482,1872.179806,2159.82693
Nupl2,346.8377139,349.4459128,410.3829228,331.9093593,415.6320742,302.7313641,476.2612486,611.42875,584.5903299,540.2970515,466.2593087,518.1486618,508.3900659,479.7392764,587.4984223
Nupr1,446.4334302,476.3280597,557.371037,528.0858178,432.0746618,447.080094,597.8174669,395.5236425,442.6720987,553.0909708,508.9303615,241.8722124,562.495836,652.7064985,623.6194826
Nupr2,66.39714421,97.76165418,65.1088291,99.67884913,73.07816689,160.3874777,42.84358513,59.87284496,45.11308012,125.9708973,121.7686141,44.8297635,54.10577007,65.27064985,41.43298096
Nus1,5438.450299,5279.129326,5473.087634,5725.171345,6028.948769,4979.02876,5262.786433,5790.429839,5177.665799,5402.970515,5350.533719,5386.869488,6031.262067,5440.308665,6418.924896
Nusap1,195.6968461,214.2436251,224.9214096,142.0953807,397.3625325,182.4407559,80.70535803,69.85165245,175.7530413,122.0343067,134.2577027,114.6807903,122.5036303,169.7036896,147.6713937
Nutf2,867.5311079,1137.779252,1103.890603,955.4323731,1147.32722,1011.443531,1042.195117,1078.618374,1020.683438,1017.608654,879.4399908,946.6377967,1124.991672,1171.608165,1121.877638
Nutf2-ps1,0,2.080035195,0,2.120826577,7.307816689,16.03874777,1.99272489,1.814328635,17.85726088,3.936590539,0,4.170210558,0,4.351376656,1.062384127
Nutm1,0,17.68029916,3.945989643,5.302066443,29.23126676,0,0,0,30.07538675,3.936590539,10.40757386,0,9.187772276,13.05412997,1.062384127
Nutm2,0,0,0,5.302066443,3.653908345,0,3.985449779,0,0,0,0,0,1.020863586,0,0
Nvl,3000.976189,2273.478469,2493.865454,2672.241487,2403.358214,2655.415177,2560.651483,2291.497066,2777.273995,2668.024238,2832.941603,2459.381677,3067.695077,2534.676902,1956.911562
Nwd1,5982.732152,5782.497843,6387.570734,5685.936054,5896.494591,4617.154514,4391.965657,4190.191983,5013.191028,4750.480633,4962.331214,4383.933849,5505.51732,4987.765492,4850.845924
Nwd2,2236.535384,1223.060695,2001.603246,1981.912436,1735.606464,1879.540754,2514.818811,2329.597967,1547.002706,1725.210804,2014.906298,2281.105175,1403.687431,1428.339387,1928.227191
Nxf1,3324.225444,2607.324117,3127.196792,3364.691365,2808.94204,2661.429708,3134.556251,2660.712943,3295.13456,2978.030743,3426.173313,2930.61547,3065.653349,2632.582877,2578.406276
Nxf2,0,12.48021117,15.78395857,0,0.913477086,14.0339043,23.91269868,5.442985905,9.398558358,18.69880506,4.163029542,0,6.125181517,26.10825994,6.374304762
Nxf3,0,0,19.72994821,8.483306309,3.653908345,0,0,0,7.518846686,8.857328713,10.40757386,0,12.25036303,0,0
Nxf7,40.18774518,12.48021117,8.878476696,54.08107772,31.05822093,27.06538686,13.94907423,0,22.55654006,40.35005303,35.38575111,22.93615807,49.00145214,16.31766246,38.24582857
Nxn,1334.932057,1168.97978,1282.446634,1360.510249,1283.435306,1397.375899,1142.827724,1287.266167,1126.887147,1125.864894,1115.691917,986.254797,1114.783036,1330.433413,1407.658968
Nxnl1,17.47293269,7.280123184,23.67593786,3.181239866,16.44258755,5.012108678,2.989087334,10.88597181,21.61668422,10.82562398,0,6.255315837,0,29.37179243,0
Nxnl2,0,6.240105586,7.891979285,8.483306309,3.653908345,0,0,10.88597181,8.458702522,0,0,16.68084223,16.33381738,27.1961041,32.93390794
Nxpe2,11.35740625,7.280123184,20.71644562,36.05405181,32.8851751,30.07265207,21.91997379,0,23.49639589,23.61954324,66.60847267,65.68081629,20.41727172,21.75688328,1.062384127
Nxpe3,1604.888867,1991.6337,1688.883567,1818.60879,1793.15552,2032.91128,2104.317483,1602.959349,1862.794267,1511.650767,1959.746157,1889.105383,1387.353614,1591.516012,1654.132086
Nxpe4,679.6970816,696.8117905,866.1447265,418.863249,526.1628016,797.9277015,849.8971654,722.1027968,664.4780759,766.6510075,711.8780517,936.2122703,640.0814685,660.3214076,765.9789556
Nxpe5,24.46210576,0,0,0,20.0964959,0,0,0,4.699279179,6.889033444,8.326059084,9.382973756,0,1.087844164,31.87152381
Nxph1,2284.585949,1587.066854,1758.924883,2473.944202,2097.34339,2398.795213,2358.389907,2621.704878,1835.538447,2312.746942,2568.589227,2505.253993,1678.299736,1819.963287,2135.392095
Nxph2,45.42962499,88.40149581,123.3121763,96.49760927,98.65552531,66.15983454,158.4216287,129.7244974,71.42904352,51.17567701,122.8093715,63.59571101,62.27267876,51.12867571,140.2347048
Nxph3,655.2349758,1246.9811,750.7245295,1104.950647,1520.939348,1115.695392,1200.616746,812.8192285,1299.820621,1331.55175,1191.667206,1400.148195,890.1930472,1305.412997,1707.251292
Nxph4,632.5201633,640.6508402,613.6013894,918.317908,380.0064678,530.2810981,502.1666722,511.6406751,442.6720987,291.3076999,372.591144,623.4464784,407.3245709,223.0080536,559.876435
Nxt1,338.1012475,495.0483765,477.4647468,375.3863042,368.1312657,553.336798,454.3412748,429.9958865,317.6712725,368.0712154,327.8385764,455.5955035,553.3080637,435.1376656,503.5700762
Nxt2,2350.109446,2512.682516,2880.572439,2380.627833,2347.636111,2758.664616,2521.793348,2135.464804,2650.393457,2754.62923,2330.255786,2638.700731,2286.734433,2839.273268,2167.263619
Nyap1,4105.265535,4675.919119,4172.884047,4996.667416,4429.450391,4286.355341,4436.801967,3974.286875,4094.012021,3982.845478,4522.09084,3721.912923,4609.199092,4415.559462,5197.18315
Nyap2,1494.809391,1709.788931,1705.654023,1783.615152,2016.043929,2273.492496,2237.830051,2142.722118,1922.005184,1927.945217,2243.872923,1806.743724,1561.921287,2326.898667,2254.379118
Nynrin,1568.195709,1396.743634,1271.595162,1661.667623,1122.663339,1601.869933,1437.751008,1717.262053,1124.06758,921.1621862,1521.587298,1042.55264,1172.972261,1146.587749,1570.20374
Nyx,50.67150479,58.24098547,20.71644562,65.7456239,75.81859815,70.16952149,61.77447158,9.071643175,65.78990851,56.09641518,17.69287555,104.255264,31.64677117,68.53418234,22.31006667
Oacyl,61.15526441,44.7207567,45.37888089,100.7392624,25.57735841,76.1840519,66.7562838,83.45911721,64.85005267,17.71465743,52.03786928,38.57444766,120.4619032,55.48005237,9.561457144
Oaf,732.9895262,735.2924416,835.5633068,676.5436782,892.4671132,510.2326634,578.8865804,906.2571532,608.0867258,797.1595842,619.2506444,778.7868217,991.2585422,675.5512259,633.1809397
Oard1,722.5057666,652.0910338,717.1836175,606.5564011,555.3940684,520.2568807,810.0426676,607.8000928,691.7338951,664.2996535,585.946408,722.4889792,635.9980142,707.0987067,603.4341842
Oas1a,211.4224855,66.56112625,152.9070986,114.5246352,451.2576806,248.6005904,111.5925938,92.53076039,161.6552038,124.002602,162.3581521,47.95742142,274.6123047,307.8598984,174.2309968
Oas1c,105.7112428,82.16139022,67.08182392,111.3433953,73.07816689,193.467395,20.92361134,43.54388724,33.83481009,90.5415824,56.20089882,86.53186908,181.7137183,151.2103388,40.37059683
Oas1e,0,0,0,8.483306309,0.913477086,0,0,0,0,0.984147635,9.36681647,0,0,0,0
Oas1g,16.59928605,29.12049274,48.33837312,41.35611826,99.56900239,30.07265207,50.81448469,33.56507975,18.79711672,4.920738174,24.97817725,20.85105279,22.4589989,50.04083155,8.499073017
Oas1h,0,6.240105586,8.878476696,4.241653155,0,0,4.981812224,0,0,0,0,4.170210558,4.083454345,11.96628581,0
Oas2,233.2636514,82.16139022,207.1644562,143.155794,294.1396217,143.3463082,143.4761921,68.94448813,112.7827003,115.1452733,123.8501289,27.10636863,105.1489494,180.5821312,57.36874286
Oas3,154.6354543,14.56024637,28.60842491,42.41653155,133.3676546,120.2906083,25.90542357,19.95761499,41.35365677,16.73050979,21.8559051,13.55318431,53.08490648,46.77729906,24.43483492
Oasl1,76.88090383,14.56024637,37.4869016,32.87281195,102.3094337,32.07749554,11.95634934,5.442985905,29.13553091,29.52442904,47.87483973,35.44678974,26.54245324,35.89885742,48.86966985
Oasl2,1124.383218,697.8518081,817.8063534,931.0428674,1909.16711,1228.969048,1035.22058,978.8302986,704.8918768,680.0460156,696.2666909,577.5741623,599.2469251,1435.954297,738.3569683
Oat,5635.894438,5604.654834,6078.797044,4944.707165,5315.523164,5485.251737,6241.214354,5842.138205,5929.550468,5893.076037,6198.750988,6043.677651,6093.534746,5817.79059,5512.711235
Oaz1,14249.17661,15991.31058,14729.39284,15633.67311,13465.56573,13573.79272,14622.61524,13570.27103,15196.52901,14559.48011,13015.71186,14462.29022,14759.64573,15951.05898,15580.92561
Oaz2,7524.718462,8224.459163,8586.473462,8432.406471,7238.392431,8027.393258,9346.876095,8465.657411,7329.935663,7417.520723,7228.060042,7994.29364,7852.482705,8810.449885,9053.637531
Oaz3,85.61737017,62.40105586,51.29786535,46.6581847,42.93342305,10.02421736,51.81084713,49.89403747,36.6543776,31.49272431,35.38575111,22.93615807,77.58563255,21.75688328,43.55774921
Obi1,714.6429469,713.452072,775.3869648,729.5643426,742.6568711,625.511163,840.9299034,680.3732382,598.6881674,885.7328713,812.8315181,692.2549526,549.2246094,750.6124732,792.5385588
Obox5,0,0,0,0,0,0,19.9272489,0,0,8.857328713,0,0,1.020863586,0,0
Obox6,0,0,0,0,0,9.02179562,0,0,0,0,0,0,9.187772276,39.16238991,0
Obp2b,0,0,0,1.060413289,0,8.019373884,0,0,9.398558358,1.96829527,7.285301699,0,0,0,0
Obscn,446.4334302,535.6090628,415.3154099,373.2654776,609.2892165,604.4603065,756.2390956,412.7597645,264.0994899,498.9628508,293.4935827,335.7019499,1011.675814,412.2929382,509.944381
Obsl1,1175.92837,1104.498689,1160.120955,1461.249512,971.0261426,1223.956939,1427.787383,986.0876132,1135.34585,1400.442084,1626.703794,928.9144018,1594.588922,1240.142347,1095.318035
Oc90,5.241879806,0,0,3.181239866,0.913477086,0,0,2.721492953,10.33841419,0,4.163029542,0,1.020863586,1.087844164,0
Oca2,69.01808412,12.48021117,78.91979285,7.422893021,14.61563338,23.05569992,39.85449779,87.08777448,7.518846686,17.71465743,0,20.85105279,18.37554455,32.63532492,0
Ocel1,813.3650166,833.0540958,1003.267867,879.0826163,864.1493235,705.7049018,1022.267868,844.5699796,1104.330607,988.0842253,898.1736237,711.0209002,931.0275906,898.5592796,860.5311429
Ociad1,13217.39993,13647.11092,12664.65376,12845.84658,13157.72395,12095.22066,13354.24585,13524.91281,12838.43072,12701.40937,12714.93298,14246.48182,12406.55516,12096.8271,11992.19203
Ociad2,3146.875177,4004.067751,3998.274005,3221.535571,3994.635298,3771.110569,3077.763592,3300.263787,3422.954954,4156.055462,3367.8909,3539.466211,3098.320984,4236.065175,4034.934915
Ocln,578.354072,470.0879542,878.9691929,525.9649912,538.0380038,686.6588888,697.4537114,480.7970883,656.0193734,725.3168068,442.3218888,578.6167149,645.1857865,563.503277,610.8708731
Ocm,6.989173075,16.64028156,13.81096375,14.84578604,5.480862517,0,0,9.071643175,7.518846686,4.920738174,14.5706034,0,8.16690869,6.527064985,0
Ocrl,4290.478621,4027.988156,4053.51786,4078.349508,4192.859825,4069.832246,4089.071473,4755.355353,3902.28143,3821.445266,4474.216,4204.614795,4198.81193,3792.224756,3720.469213
Ocstamp,0,6.240105586,0,12.72495946,0.913477086,16.03874777,0,0,0,0,20.81514771,8.340421116,0,10.87844164,21.24768254
Odad1,292.6716225,218.4036955,335.4091196,268.284562,130.6272233,207.5012993,164.3998034,302.9928821,180.4523205,266.704009,155.0728504,120.9361062,158.2338559,146.8589622,175.293381
Odad2,153.7618077,38.48065112,66.09532651,76.34975678,49.32776265,149.3608386,99.63624448,72.5731454,32.89495425,102.351354,27.05969202,70.89357949,24.50072607,29.37179243,20.18529841
Odad3,274.3250432,301.6051033,295.9492232,254.4991893,147.983288,197.4770819,207.2433885,253.0988446,147.5573662,247.0210563,162.3581521,233.5317913,227.6525797,141.4197413,301.7170921
Odad4,149.3935745,92.5615662,136.1366427,145.2766205,95.00161696,196.4746602,237.1342619,83.45911721,107.1435653,159.4319168,110.3202829,96.95739548,143.9417657,48.95298738,100.9264921
Odaph,6.989173075,1.040017598,0.986497411,9.543719598,12.78867921,9.02179562,0,0,0,12.79391925,11.44833124,16.68084223,1.020863586,13.05412997,8.499073017
Odc1,3514.68041,2942.209784,5595.413313,2985.063408,3296.738804,3878.369695,2848.60023,4572.10816,3639.121796,3351.022696,2321.929727,2916.019733,2749.185638,2693.50215,3557.924442
Odf2,3249.091833,2124.755952,2253.160086,2647.851982,2787.01859,2556.175426,2847.603867,2324.154982,3378.78173,2770.375592,2899.550076,2710.636863,3372.933289,2516.183552,2192.760838
Odf2l,892.8668603,677.0514561,873.0502084,610.7980543,680.5404292,660.5959237,678.5228249,558.8132196,514.1011422,703.6655589,699.3889631,551.5103463,804.4405059,644.0037452,477.0104731
Odf4,7.862819709,37.44063352,0.986497411,8.483306309,12.78867921,29.07023033,0,2.721492953,5.639135015,11.80977162,11.44833124,4.170210558,0,13.05412997,10.62384127
Odr4,2445.33693,3017.091051,2573.771744,3040.204899,2455.426408,2935.090842,2534.74606,2736.914746,2531.971622,2768.407297,2716.376776,2885.785706,2477.635924,2649.988384,2477.479784
Ofd1,620.2891104,558.48945,494.2352027,444.3131679,528.9032329,531.2835198,538.0357202,624.1290505,499.0634488,571.7897758,520.3786928,603.6379783,525.7447469,555.8883679,534.3792159
Oga,10558.01958,10306.57439,11384.18012,11108.88961,11013.79323,10174.58062,10440.88206,11579.95251,10029.20162,11290.14167,10973.74587,11188.67493,10966.11664,10740.28543,11264.4589
Ogdh,14049.11153,15552.42316,14414.70016,15366.44897,14068.4606,15035.32361,14140.37582,16039.5723,14233.17678,13510.37873,13858.72535,14785.48153,14940.33858,13327.17885,14873.37778
Ogdhl,7281.844698,8528.144301,6597.694682,7855.541642,6661.988389,7748.720016,5582.618778,6854.533583,6511.32123,6830.968733,6514.100476,7798.293744,7071.522062,6949.14852,6381.741451
Ogfod1,7840.978544,8946.231375,7095.875875,9587.196543,8096.147415,8823.316116,8440.18627,8923.775392,7329.935663,7737.368705,8518.5992,8915.910173,7017.416292,7723.693565,7960.444264
Ogfod2,919.949906,1093.058495,1209.445825,1182.360817,1245.069268,990.3926747,1136.84955,880.8565523,1041.360266,1272.502892,865.9101448,1023.786692,1179.097442,1295.622399,1423.59473
Ogfod3,353.8268869,308.8852265,385.7204876,328.7281195,312.4091635,320.7749554,311.8614452,391.8949852,281.0168949,390.706611,304.941914,339.8721605,384.865572,347.0222884,351.6491461
Ogfr,1742.925036,1805.47055,1625.747733,1543.961748,1852.531531,1573.802125,1405.86741,2044.748372,1690.800649,1770.481595,1578.828954,1874.509646,1950.870313,2032.092899,2055.713286
Ogfrl1,9443.246471,11335.1518,9699.242541,8941.40485,11304.27894,11224.11617,10923.12148,11486.51459,11337.48095,12343.17964,11037.23207,11136.5473,9233.711137,12768.02695,11352.63678
Ogg1,375.6680528,387.9265639,438.9913477,253.438776,278.6105113,383.9275247,419.4685893,400.059464,393.7995952,362.1663296,360.1020554,390.9572398,273.5914411,497.144783,317.652854
Ogn,988.9679901,416.0070391,1647.450676,1834.514989,658.6169791,1423.438864,1497.532755,1227.393322,1256.587252,1613.017973,2149.164001,1047.765403,1404.708295,1727.496533,1300.358172
Ogt,16157.22086,12427.17027,13829.7072,13737.65415,13876.63042,13322.18487,13160.95153,12429.96548,13349.71229,14740.56327,15555.15988,14359.0775,14504.42983,14033.18972,12009.19017
Oip5,57.66067787,43.6807391,67.08182392,33.93322524,66.68382729,65.15741281,83.69444536,25.40060089,17.85726088,57.08056282,41.63029542,37.53189502,40.83454345,64.18280568,42.49536508
Oit3,32.32492547,0,17.75695339,0,10.04824795,13.03148256,0,0,0,0,12.48908863,0,0,10.87844164,0
Ola1,3726.976542,4721.679894,3985.449539,3449.524428,4578.347156,3894.408443,4827.376045,5022.968826,4760.369808,4578.254797,4398.240711,4922.933564,3847.634856,4170.794525,4276.096112
Olah,0,11.44019357,0,0,0,1.002421736,0,16.32895772,0,1.96829527,5.203786928,0,0,0,2.124768254
Olfm1,34493.31642,42709.36267,39012.0266,36382.77993,38312.14247,35060.70262,39784.75242,43533.00127,43679.79997,41563.50706,44989.86026,42786.36033,36927.6985,51476.78585,46833.07947
Olfm2,3808.225679,3607.821046,3302.793331,4562.958381,4516.230714,3881.37696,3556.017566,4217.406912,3575.211599,4396.187485,4732.323832,3613.487449,4224.33352,4384.011981,4703.174531
Olfm3,2652.391182,2844.44813,1908.87249,1936.314665,2639.035302,2299.555461,2762.913059,2375.863348,2745.318896,2172.997978,2175.182936,2459.381677,2392.904246,1955.943807,2214.008521
Olfm4,113.5740625,172.6429212,121.3391815,174.9681926,103.2229107,162.3923212,140.4871047,47.17254451,146.6175104,99.39891111,68.68998744,167.850975,130.670539,151.2103388,114.7374857
Olfm5,0,0,0,0,0,0,15.94179912,9.071643175,0,0,6.244544313,0,0,0,0
Olfml1,1038.765848,1114.898865,1277.514147,955.4323731,825.7832859,1140.755935,1083.045978,1093.133003,1061.097239,1196.723524,1047.00193,1412.658827,1121.929081,1247.757256,943.3971048
Olfml2a,396.635572,276.644681,523.8301251,774.1017007,319.7169802,656.5862368,811.0390301,384.6376706,435.153252,576.710514,1016.819966,341.9572658,736.0426457,927.931072,626.806635
Olfml2b,438.5706105,773.7730927,527.7761147,417.8028357,658.6169791,506.2229764,513.1266591,474.4469381,759.4035153,838.4937848,615.0876148,869.4889014,287.8835313,857.2212013,618.307562
Olfml3,1962.210341,2628.124469,2660.583517,1260.8314,3916.989745,2196.306023,2752.949435,2333.226625,1977.456678,2617.832709,2988.014454,2187.275438,2975.817354,1353.27814,3120.222181
Olig1,11447.39185,13134.38224,10829.76857,11749.37924,11132.54525,10697.84476,9569.06492,10001.4866,8046.10581,9388.768436,8785.033091,12002.90854,12071.71191,9570.852956,8740.234213
Olig2,2290.701475,2570.923502,2594.48819,2271.405264,2461.820747,2222.368988,1997.706702,2352.277075,1834.598591,2135.600367,2139.797185,2323.849834,2442.926562,1925.48417,2071.649048
Olig3,0,1.040017598,5.918984464,8.483306309,9.134770862,6.014530413,5.978174669,0,5.639135015,0.984147635,16.65211817,10.4255264,0,0,0
Olr1,13.97834615,28.08047514,0,1.060413289,21.92345007,0,0,19.95761499,11.27827003,0,0,8.340421116,0,0,0
Oma1,366.0579398,313.0452969,373.8825186,265.1033222,444.863341,137.3317778,163.4034409,222.2552578,269.7386249,327.7211624,238.3334413,202.2552121,432.8461606,182.7578196,226.2878191
Omd,226.2744783,47.84080949,183.4885184,253.438776,73.99164398,198.4795036,157.4252663,156.0322626,193.6103022,253.9100898,275.8007072,85.48931644,137.8165841,287.1908593,150.858546
Omg,5792.277186,6239.065569,5098.218618,5405.986946,5796.925589,6315.256934,5866.582075,7324.4447,5800.790218,5649.007424,6045.759652,7063.294133,6001.657023,5008.434532,5283.236264
Omp,12.23105288,5.200087989,366.9770368,42.41653155,1.826954172,22.05327818,302.8941832,44.45105156,575.1917715,22.6353956,12.48908863,17.72339487,185.7971727,71.79771483,1283.360026
Onecut1,76.00725719,89.4415134,85.82527473,67.86645047,11.87520212,16.03874777,38.85813535,19.95761499,49.8123593,46.25493884,60.36392836,56.29784253,18.37554455,28.28394827,27.6219873
Onecut2,1091.184646,331.7656137,587.9524567,567.3211094,615.6835561,534.290785,358.6904801,716.6598109,361.8444968,484.2006363,491.237486,530.6592935,886.1095928,610.2805761,499.3205397
