Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Ccdc113,197.5989857,-0.771606866,0.284198426,-2.715028643,0.006627004,0.810116464
Ccdc115,926.5248893,0.075143476,0.146144909,0.514171014,0.607132431,0.99947604
Ccdc116,99.31592045,-0.376489365,0.326165437,-1.154289578,0.248381468,0.99947604
Ccdc117,1191.409776,-0.056703793,0.108292404,-0.523617454,0.600544639,0.99947604
Ccdc12,1003.624799,0.165209089,0.151278775,1.092083727,0.274796301,0.99947604
Ccdc120,628.123695,0.127616355,0.16234194,0.786096032,0.431811229,0.99947604
Ccdc121rt1,81.43925625,-0.343486294,0.35391728,-0.970527051,0.331783848,0.99947604
Ccdc121rt2,17.22469166,-0.946888572,1.291819092,-0.732988526,0.463565428,0.99947604
Ccdc121rt3,14.93291632,-1.26088396,0.75232803,-1.675976316,0.093742832,0.99947604
Ccdc122,111.5182402,0.518077595,0.429424517,1.206446242,0.227645475,0.99947604
Ccdc124,3007.226278,0.150880837,0.101318949,1.489167012,0.136443395,0.99947604
Ccdc125,149.5702132,0.140113937,0.242477077,0.577844055,0.563369409,0.99947604
Ccdc126,664.6920798,0.133716336,0.160155248,0.834916977,0.403764455,0.99947604
Ccdc127,3477.388343,-0.094213847,0.080264234,-1.17379613,0.240476694,0.99947604
Ccdc13,414.9413588,0.061656423,0.193318535,0.318936946,0.749774327,0.99947604
Ccdc134,456.6928007,0.123129905,0.144804577,0.850317767,0.395148441,0.99947604
Ccdc136,4857.318687,-0.050070281,0.103588034,-0.4833597,0.628840357,0.99947604
Ccdc137,1071.470079,0.160678034,0.131444869,1.222398673,0.221556901,0.99947604
Ccdc138,182.9568025,0.072646689,0.295616023,0.245746792,0.805878248,0.99947604
Ccdc14,209.5968463,0.209441807,0.202006016,1.036809752,0.29982453,0.99947604
Ccdc141,1324.080306,-0.129065418,0.139316904,-0.926416061,0.354229801,0.99947604
Ccdc142,46.31870842,-0.175035749,0.451348308,-0.38780637,0.698159331,0.99947604
Ccdc144b,1.634552357,3.226765402,3.264270407,0.988510448,0.32290272,0.99947604
Ccdc146,128.6924953,-1.407506295,0.403242039,-3.490475101,0.000482163,0.307195773
Ccdc148,938.3554991,0.084191845,0.121829296,0.691064033,0.489525302,0.99947604
Ccdc149,3069.937016,0.074988029,0.091776971,0.817068033,0.41388955,0.99947604
Ccdc15,120.4827475,0.180554825,0.303391947,0.595120689,0.5517628,0.99947604
Ccdc150,16.64947776,-0.577596073,0.911240923,-0.6338566,0.526174411,0.99947604
Ccdc152,41.71356689,-0.183037402,0.447923341,-0.408635552,0.682807137,0.99947604
Ccdc153,301.9858744,-1.128569219,0.557451319,-2.024516188,0.042917068,0.99947604
Ccdc154,2.968359995,-3.925155602,2.200843319,-1.783477982,0.074508529,0.99947604
Ccdc157,1589.101537,0.009993094,0.102759739,0.097247173,0.922530107,0.99947604
Ccdc158,42.21080523,0.26730458,0.513828558,0.520221338,0.602909315,0.99947604
Ccdc159,324.1702121,0.057759528,0.212833366,0.271383799,0.786095861,0.99947604
Ccdc160,134.1004499,0.057632093,0.232102392,0.248304604,0.803898737,0.99947604
Ccdc162,192.4215503,-1.010143735,0.315342013,-3.20332748,0.001358494,0.465643819
Ccdc163,133.7086956,-0.275638147,0.339148269,-0.812736412,0.4163692,0.99947604
Ccdc166,352.3436908,-0.17543316,0.169940108,-1.032323457,0.301920616,0.99947604
Ccdc167,435.1850056,0.053096212,0.190093002,0.279317025,0.780001542,0.99947604
Ccdc168,1.35883837,2.230389258,3.720924184,0.599418088,0.548894118,0.99947604
Ccdc169,10.03524486,-0.330367827,1.230777928,-0.268421963,0.788374536,0.99947604
Ccdc17,114.4690335,-0.745159874,0.318339341,-2.340772185,0.019243906,0.972723464
Ccdc170,115.5562987,-1.477185624,0.470841579,-3.13733045,0.001704939,0.505153053
Ccdc171,202.6860129,0.123349105,0.283251457,0.435475624,0.663217229,0.99947604
Ccdc172,4.166042541,-0.593358602,1.793791898,-0.330784526,0.74080725,0.99947604
Ccdc174,1134.966419,0.033477819,0.085566453,0.391249352,0.695612932,0.99947604
Ccdc175,6.867512546,1.720310446,1.531605669,1.123207155,0.261349524,0.99947604
Ccdc177,820.921161,0.266677602,0.135925742,1.961935974,0.049769939,0.99947604
Ccdc178,1.242292043,3.740168747,3.394355115,1.101879037,0.270514263,0.99947604
Ccdc18,83.4664313,-0.64668706,0.375042293,-1.724304359,0.084652913,0.99947604
Ccdc180,97.73629984,-0.904939456,0.45776874,-1.976848521,0.048058755,0.99947604
Ccdc181,1071.733561,-0.026584265,0.113559131,-0.234100636,0.814906852,0.99947604
Ccdc183,10.10925269,-0.148071073,1.166213551,-0.126967375,0.89896622,0.99947604
Ccdc184,1659.418113,0.042287191,0.12723034,0.332367189,0.739612011,0.99947604
Ccdc186,3254.932891,-0.147690324,0.092705343,-1.593115551,0.111134271,0.99947604
Ccdc187,720.5023776,0.028235861,0.334037925,0.084528908,0.93263592,0.99947604
Ccdc188,37.10532799,-0.690488674,0.704200403,-0.980528655,0.326825232,0.99947604
Ccdc190,1060.771865,0.009194795,0.141158604,0.06513804,0.948064094,0.99947604
Ccdc191,355.383846,-0.127999834,0.224591299,-0.569923389,0.568729661,0.99947604
Ccdc192,16.39169451,0.198709932,0.860511881,0.230920614,0.817376476,0.99947604
Ccdc194,45.30947325,-1.650643611,0.778060727,-2.121484291,0.033881069,0.99947604
Ccdc196,1.318829821,0.865541794,3.348580866,0.258480183,0.796036341,0.99947604
Ccdc198,4.078036454,-0.97847526,1.945133994,-0.503037458,0.614937937,0.99947604
Ccdc200,1.038900111,-1.031922075,3.762021836,-0.274299863,0.78385419,0.99947604
Ccdc201,3.329783803,0.95919024,1.932175346,0.496430224,0.619590905,0.99947604
Ccdc202,2.247943414,0.122220448,2.606415499,0.046892158,0.962599178,0.99947604
Ccdc22,14.27867443,-0.180938979,0.778240287,-0.232497574,0.816151571,0.99947604
Ccdc24,35.81861164,0.900068702,0.474308579,1.897643732,0.057743029,0.99947604
Ccdc25,1957.137354,0.007761936,0.072277235,0.10739116,0.914478668,0.99947604
Ccdc27,49.12844846,0.041788822,0.500136023,0.083554913,0.933410316,0.99947604
Ccdc28a,1309.024068,-0.011658464,0.127194699,-0.091658411,0.926969441,0.99947604
Ccdc28b,539.6550831,0.014845484,0.134827679,0.110107094,0.912324442,0.99947604
Ccdc3,1035.002236,-0.313687866,0.14806642,-2.118561835,0.034127514,0.99947604
Ccdc30,682.3201671,-0.097284912,0.129810332,-0.749438898,0.453592714,0.99947604
Ccdc32,2266.999658,0.115470491,0.105880407,1.090574682,0.275460075,0.99947604
Ccdc33,77.081262,-0.996208493,0.412650539,-2.414169858,0.015771108,0.95344486
Ccdc34,703.002072,0.060631964,0.132390777,0.457977251,0.646968785,0.99947604
Ccdc38,43.94019956,0.126804568,0.474472202,0.267253944,0.789273644,0.99947604
Ccdc39,850.4058408,-0.012287481,0.14840761,-0.082795491,0.934014155,0.99947604
Ccdc40,227.625535,-0.289408525,0.333243717,-0.86845906,0.385143075,0.99947604
Ccdc42,44.10387508,-0.749618108,0.570613219,-1.313706172,0.188945103,0.99947604
Ccdc43,996.9553567,-0.078438725,0.114252253,-0.686539848,0.492372745,0.99947604
Ccdc47,6964.456349,-0.048406425,0.055143399,-0.877828107,0.380037009,0.99947604
Ccdc50,4317.845074,-0.090538584,0.078638689,-1.151323665,0.249599105,0.99947604
Ccdc51,235.1323531,-0.138168341,0.206102279,-0.670387256,0.502610957,0.99947604
Ccdc57,310.82503,-0.27453972,0.245583402,-1.117908283,0.263606167,0.99947604
Ccdc59,1276.831757,0.04889504,0.112660209,0.434004518,0.664285161,0.99947604
Ccdc6,3420.46042,0.015386514,0.086452218,0.177977088,0.85874097,0.99947604
Ccdc60,107.5583838,-0.724381709,0.351799723,-2.05907413,0.039487138,0.99947604
Ccdc61,454.6459035,-0.003565039,0.158333975,-0.022515942,0.982036395,0.99947604
Ccdc62,151.6160048,0.405523416,0.311095842,1.3035321,0.192393165,0.99947604
Ccdc63,22.0305933,-2.224713452,1.107947674,-2.007958953,0.044647654,0.99947604
Ccdc65,343.3245421,-0.026385074,0.209923924,-0.12568874,0.899978315,0.99947604
Ccdc66,682.2430703,0.110555771,0.132327518,0.835470752,0.403452708,0.99947604
Ccdc68,13.41913359,0.644055893,1.101696398,0.584603792,0.558814157,0.99947604
Ccdc69,27.34347845,0.024691535,0.785910368,0.031417749,0.974936386,0.99947604
Ccdc71,1598.665633,0.014553167,0.10562217,0.137785154,0.890410218,0.99947604
Ccdc71l,1603.911313,0.096232583,0.132231523,0.72775826,0.466761579,0.99947604
Ccdc73,329.354652,-0.178866637,0.195078646,-0.916895013,0.359197658,0.99947604
Ccdc74a,1450.371237,-0.111807557,0.11483946,-0.973598769,0.330255798,0.99947604
Ccdc77,253.5348583,0.01005072,0.194735844,0.051612067,0.958837804,0.99947604
Ccdc78,56.01193805,-0.634939099,0.499137344,-1.272072922,0.203347211,0.99947604
Ccdc7a,0.933479463,0.474475497,3.234289591,0.146701612,0.883367546,0.99947604
Ccdc7b,18.60968192,-1.309593225,0.851224635,-1.538481349,0.123930965,0.99947604
Ccdc8,222.6815779,-0.31182498,0.212789009,-1.465418638,0.142806735,0.99947604
Ccdc80,381.1643667,-0.355843371,0.262938565,-1.353332749,0.175949351,0.99947604
Ccdc81,111.2058403,-0.422260552,0.394206691,-1.071165361,0.284095084,0.99947604
Ccdc82,1833.47682,0.044227782,0.107367734,0.411928054,0.680392158,0.99947604
Ccdc83,0.782339589,-1.963057895,3.722083308,-0.527408371,0.597910032,0.99947604
Ccdc85a,4053.655457,-0.029748894,0.102808199,-0.28936305,0.772303568,0.99947604
Ccdc85b,5331.570874,0.076750559,0.091088491,0.842593371,0.3994559,0.99947604
Ccdc85c,5344.591046,0.031213322,0.101077228,0.308806666,0.757468598,0.99947604
Ccdc86,483.6070641,0.104871295,0.152647629,0.687015555,0.492072926,0.99947604
Ccdc87,131.4636609,-0.060499084,0.248722185,-0.243239597,0.807819794,0.99947604
Ccdc88a,4436.66229,-0.109196857,0.073265681,-1.490423016,0.136113045,0.99947604
Ccdc88b,418.446509,-0.198244319,0.155876704,-1.271802097,0.203443444,0.99947604
Ccdc88c,1816.665233,0.191395082,0.091631061,2.088757681,0.036729542,0.99947604
Ccdc89,59.90040448,-0.48163709,0.484173172,-0.994762035,0.319852015,0.99947604
Ccdc9,1986.131218,0.096433667,0.084038338,1.147496128,0.251176633,0.99947604
Ccdc90b,806.1951843,-0.048371022,0.104431,-0.463186426,0.643230745,0.99947604
Ccdc91,2335.579491,0.014202499,0.09442976,0.15040279,0.88044684,0.99947604
Ccdc92,5475.570057,0.035213763,0.076565107,0.4599192,0.645574218,0.99947604
Ccdc92b,2014.607128,-0.060610417,0.09850525,-0.615301386,0.538355702,0.99947604
Ccdc93,1852.932301,-0.042612221,0.081844106,-0.520651061,0.602609872,0.99947604
Ccdc96,145.49055,-0.492425551,0.335580857,-1.467382721,0.142271972,0.99947604
Ccdc97,2491.317534,0.012250045,0.080246849,0.152654525,0.878670724,0.99947604
Ccdc9b,590.1004076,0.155813255,0.159275238,0.978264146,0.327943698,0.99947604
Ccer2,129.445098,-0.604392134,0.273379075,-2.21082076,0.027048252,0.99947604
Cchcr1,303.0369077,0.652969886,0.185239914,3.524995617,0.00042349,0.301851249
Ccin,1.715780837,1.228446158,3.124662165,0.393145272,0.694212188,0.99947604
Cck,11159.79248,0.07064504,0.118055059,0.598407562,0.549568021,0.99947604
Cckar,65.26861921,0.06445871,0.575054645,0.112091452,0.910750895,0.99947604
Cckbr,1703.466166,0.001615105,0.137677565,0.011731069,0.990640176,0.99947604
Ccl11,5.042045539,-0.626165001,1.874801255,-0.333990069,0.738387052,0.99947604
Ccl12,125.8151084,-0.385267165,0.444323674,-0.867086739,0.385894486,0.99947604
Ccl17,54.67116206,-0.135127164,0.470312699,-0.28731345,0.773872325,0.99947604
Ccl19,62.14703395,0.684654795,0.498639914,1.373044507,0.169738511,0.99947604
Ccl2,40.08006703,-1.373157004,0.847365308,-1.620501797,0.105124529,0.99947604
Ccl21a,83.2070565,0.358398913,0.510440249,0.702136859,0.482593818,0.99947604
Ccl22,17.57877287,-0.742810751,0.749864079,-0.990593857,0.321883938,0.99947604
Ccl24,17.19188929,0.513886424,1.028941049,0.499432329,0.617474849,0.99947604
Ccl25,349.8824139,0.224079207,0.20589469,1.088319501,0.276454084,0.99947604
Ccl27a,4077.412259,0.008791094,0.19835098,0.0443209,0.964648612,0.99947604
Ccl27al,151.780975,0.054565998,0.376146184,0.145065935,0.884658814,0.99947604
Ccl27b,3.31873912,-0.169338036,1.261790976,-0.134204507,0.893240862,0.99947604
Ccl28,108.7540039,-0.202217207,0.513458822,-0.393833349,0.693704082,0.99947604
Ccl3,139.3652543,0.279331045,0.290597185,0.961231075,0.336435995,0.99947604
Ccl4,87.34829537,0.057011367,0.480891714,0.118553439,0.905629155,0.99947604
Ccl5,74.93871103,-0.358320728,0.580495629,-0.617266884,0.537058706,0.99947604
Ccl6,428.6715451,-0.127578047,0.231548025,-0.550978772,0.581648227,0.99947604
Ccl7,19.72612763,-0.42635712,0.977334346,-0.436244896,0.662659058,0.99947604
Ccl8,44.34765952,1.329008147,0.672668782,1.975724433,0.048185996,0.99947604
Ccl9,174.0160235,-0.163776017,0.30059846,-0.544833187,0.585868251,0.99947604
Ccm2,2695.485864,0.1194203,0.100124,1.192724021,0.232977475,0.99947604
Ccm2l,230.0133554,-0.022650534,0.255970918,-0.088488702,0.929488264,0.99947604
Ccn1,542.3790097,0.050975472,0.250506945,0.203489257,0.838752642,0.99947604
Ccn2,1400.082735,-0.109735785,0.1648728,-0.665578465,0.505680575,0.99947604
Ccn3,5942.039654,0.28062503,0.210703442,1.331848348,0.182910027,0.99947604
Ccn4,100.5859874,0.154319264,0.349876238,0.441068146,0.659163664,0.99947604
Ccn5,40.53593774,0.877531158,0.540920447,1.622292453,0.104740744,0.99947604
Ccn6,11.31222541,-0.274287965,1.000473584,-0.274158129,0.783963104,0.99947604
Ccna1,32.08867444,1.091680222,0.581017686,1.878910485,0.060256717,0.99947604
Ccna2,129.3519658,-0.375547192,0.452602391,-0.829750792,0.406679698,0.99947604
Ccnb1,57.68419217,0.424141403,0.635675381,0.667229557,0.504625514,0.99947604
Ccnb1ip1,16.74924073,0.844475759,1.056273054,0.799486227,0.42400853,0.99947604
Ccnb2,50.81957954,0.414253222,0.519465817,0.797460021,0.425183913,0.99947604
Ccnc,1559.922889,-0.054155619,0.09718232,-0.557257933,0.577351213,0.99947604
Ccnd1,2375.498779,0.044468277,0.127606606,0.348479425,0.727480163,0.99947604
Ccnd2,3072.206883,-0.14573588,0.104269647,-1.397682687,0.162208376,0.99947604
Ccnd3,1809.145157,-0.028401125,0.112431914,-0.252607329,0.800571666,0.99947604
Ccndbp1,3148.225526,0.012755262,0.084482131,0.150981775,0.879990093,0.99947604
Ccne1,617.7504728,-0.16493589,0.15284753,-1.079087707,0.280548631,0.99947604
Ccne2,374.5346217,-0.064746558,0.171639706,-0.377223661,0.706007398,0.99947604
Ccnf,249.6698283,0.181161918,0.212714025,0.851668892,0.394397891,0.99947604
Ccng1,5027.110584,-0.135542018,0.094830207,-1.429312693,0.152914379,0.99947604
Ccng2,2334.034794,-0.048796628,0.098355487,-0.496125126,0.619806133,0.99947604
Ccnh,2160.525448,-0.066849684,0.10512218,-0.635923687,0.524826163,0.99947604
Ccni,16112.1781,0.01761119,0.054812624,0.321298062,0.747984525,0.99947604
Ccnj,466.7393792,-0.130885767,0.155386635,-0.842323197,0.39960707,0.99947604
Ccnjl,195.1430308,-0.355421059,0.29543879,-1.203027738,0.228965587,0.99947604
Ccnk,1333.333506,0.095029675,0.08626052,1.101658969,0.270609962,0.99947604
Ccnl1,1658.273421,-0.077072527,0.116819935,-0.659754924,0.509411114,0.99947604
Ccnl2,3637.187503,0.038204888,0.108033495,0.353639284,0.72360923,0.99947604
Ccno,79.37220619,0.401041498,0.466192469,0.860248769,0.389651927,0.99947604
Ccnq,683.1575131,0.15825698,0.136602973,1.158517835,0.246652778,0.99947604
Ccnt1,2410.923432,0.028624178,0.093313727,0.306752063,0.759032099,0.99947604
Ccnt2,4049.976703,0.048962545,0.081874059,0.598022693,0.549824791,0.99947604
Ccny,7718.307471,0.059913422,0.055029598,1.088749038,0.27626457,0.99947604
Ccnyl1,849.9492973,0.161539188,0.125546632,1.286686743,0.198203495,0.99947604
Ccp110,4730.244341,0.101917089,0.081322724,1.253242437,0.21011749,0.99947604
Ccpg1,478.391684,-0.206516315,0.163757504,-1.261110545,0.207269022,0.99947604
Ccr1,43.78540698,0.504992516,0.663448121,0.761163534,0.446559396,0.99947604
Ccr10,37.10790106,0.599182077,0.481284732,1.244963818,0.21314505,0.99947604
Ccr1l1,0.760695962,2.798290047,3.697898875,0.75672433,0.449215036,0.99947604
Ccr2,57.71216137,0.256674592,0.450859866,0.569300155,0.569152462,0.99947604
Ccr3,1.560373154,4.662446595,3.145564791,1.482228758,0.138279437,0.99947604
Ccr4,0.956592021,-1.455828116,3.696093268,-0.393882949,0.69366746,0.99947604
Ccr5,562.2406686,-0.023894527,0.247886082,-0.096393177,0.923208311,0.99947604
Ccr6,8.463976457,-0.266051799,1.298399975,-0.204907428,0.837644452,0.99947604
Ccr7,16.86607357,-0.106984983,1.064733756,-0.100480503,0.919962861,0.99947604
Ccr9,30.26017254,0.606794362,0.847767583,0.715755561,0.474142297,0.99947604
Ccrl2,99.31537078,0.300986864,0.331662933,0.9075083,0.364138062,0.99947604
Ccs,797.7710602,0.041242636,0.150506477,0.274025653,0.784064908,0.99947604
Ccsap,2447.540494,0.066385321,0.119944024,0.553469184,0.579942176,0.99947604
Ccser1,701.7435836,-0.148554309,0.121552224,-1.222143903,0.221653213,0.99947604
Ccser2,7184.595596,0.016070362,0.062216542,0.25829725,0.796177508,0.99947604
Cct2,7258.621294,-0.05809687,0.064279535,-0.903815967,0.366092994,0.99947604
Cct3,5723.866194,-0.047186637,0.073902836,-0.638495617,0.523151106,0.99947604
Cct4,5280.614505,-0.03771282,0.078362205,-0.481262878,0.630329677,0.99947604
Cct5,7496.402278,-0.045961322,0.075053014,-0.612384758,0.540283224,0.99947604
Cct6a,8119.736231,-0.07595497,0.065855161,-1.153363979,0.24876102,0.99947604
Cct6b,14.64658387,0.093784612,1.048153007,0.08947607,0.928703571,0.99947604
Cct7,8804.02907,-0.021737606,0.07474436,-0.290826031,0.771184376,0.99947604
Cct8,8660.151334,-0.034825516,0.078981111,-0.440934739,0.659260244,0.99947604
Cct8l1,8.251487882,-0.697717941,1.244058706,-0.560840045,0.574906585,0.99947604
Ccz1,1539.430979,-0.122276592,0.102023964,-1.198508537,0.230719102,0.99947604
Cd101,34.31196358,-0.309450976,0.461480109,-0.670561894,0.502499665,0.99947604
Cd109,447.0271938,-0.339690652,0.220508185,-1.540489994,0.12344096,0.99947604
Cd14,508.8444151,0.232466314,0.230206734,1.009815439,0.312583722,0.99947604
Cd151,1821.692382,0.029783302,0.115095577,0.258770166,0.795812578,0.99947604
Cd160,39.2058689,-0.406563773,0.633718026,-0.641553115,0.521163383,0.99947604
Cd163,294.8771241,0.002355803,0.287504966,0.008193955,0.993462243,0.99947604
Cd164,5180.948692,-0.134507887,0.062873122,-2.13935436,0.03240698,0.99947604
Cd164l2,110.5295175,0.062048835,0.329189387,0.188489779,0.850492727,0.99947604
Cd177,3.169371471,-2.294138679,2.205531955,-1.040174763,0.298258714,0.99947604
Cd180,532.193974,-0.145134998,0.259595233,-0.559081909,0.576105821,0.99947604
Cd19,3.355441638,3.023294477,2.168578077,1.394136789,0.163276302,0.99947604
Cd1d1,77.93451983,-0.373925332,0.377966696,-0.989307621,0.322512657,0.99947604
Cd2,10.31098663,1.710251632,1.269223729,1.347478457,0.177826187,0.99947604
Cd200,4523.985565,-0.035819828,0.109093554,-0.328340462,0.742654254,0.99947604
Cd200l1,12.46679332,0.222219611,1.198504518,0.185414079,0.852904267,0.99947604
Cd200r1,39.84604435,0.979904472,0.531530139,1.843553921,0.065248177,0.99947604
Cd200r2,2.702827858,0.481488243,1.975329864,0.243750804,0.807423824,0.99947604
Cd200r4,41.79233805,-0.222452928,0.49574928,-0.448720627,0.653633203,0.99947604
Cd209a,59.80467693,0.308014693,0.551404916,0.55859983,0.576434856,0.99947604
Cd209b,73.17719847,-0.175267801,0.469485926,-0.373318541,0.708911379,0.99947604
Cd209c,7.557922453,1.005593245,1.725896347,0.582649848,0.560129041,0.99947604
Cd209d,8.818829516,1.014570848,1.646578501,0.616169133,0.537782898,0.99947604
Cd209f,103.9629342,0.58432366,0.426972685,1.368527028,0.171147168,0.99947604
Cd209g,34.52909485,0.373546567,0.79895533,0.467543745,0.640110902,0.99947604
Cd22,103.0849694,-0.171567572,0.353907366,-0.484781016,0.62783169,0.99947604
Cd226,15.47186573,0.65127536,0.725183578,0.898083436,0.369141069,0.99947604
Cd244a,41.06146148,0.467420587,0.672889949,0.694646409,0.487276921,0.99947604
Cd247,13.86429954,-0.850789407,1.096804725,-0.77569816,0.437927227,0.99947604
Cd248,239.5845493,0.058656136,0.271685428,0.215897247,0.829067843,0.99947604
Cd24a,1111.282438,-0.610755637,0.206829921,-2.952936567,0.003147666,0.665266805
Cd27,17.94948956,0.45307209,0.678262455,0.66798934,0.504140397,0.99947604
Cd274,328.4425598,0.072549443,0.230627318,0.314574368,0.753084843,0.99947604
Cd276,485.909758,-0.278237776,0.145984882,-1.905935548,0.056658568,0.99947604
Cd28,25.20361705,-0.724588394,0.660729081,-1.096649769,0.272794522,0.99947604
Cd2ap,1894.440364,0.012742044,0.10855045,0.117383615,0.906556068,0.99947604
Cd2bp2,3662.996306,-0.040686669,0.097585433,-0.416933835,0.676726805,0.99947604
Cd300a,167.0899852,-0.366929204,0.346287769,-1.05960775,0.289323086,0.99947604
Cd300c,0.968118066,0.379468269,3.664272775,0.103558958,0.91751936,0.99947604
Cd300c2,439.9816333,0.057046238,0.181220148,0.314789713,0.752921323,0.99947604
Cd300e,17.58024381,0.49104266,1.132270795,0.433679525,0.664521177,0.99947604
Cd300lb,38.93870802,0.585784818,0.602039183,0.973001151,0.33055273,0.99947604
Cd300ld,21.11352005,0.227623785,1.064077377,0.213916573,0.830612116,0.99947604
Cd300ld2,1.67316443,0.207527172,3.284623899,0.063181411,0.949622047,0.99947604
Cd300ld3,0.73647438,-0.454567494,3.74198268,-0.121477712,0.903312667,0.99947604
Cd300lf,178.0513848,-0.443678063,0.421571054,-1.052439581,0.292597917,0.99947604
Cd300lg,20.00676746,1.243952755,0.80692327,1.541599804,0.123170873,0.99947604
Cd302,809.7373409,0.090439465,0.121667728,0.743331583,0.457280955,0.99947604
Cd320,753.0864161,-0.177227369,0.149400527,-1.18625665,0.235520961,0.99947604
Cd33,856.3629374,0.013025995,0.164295369,0.079284003,0.93680673,0.99947604
Cd34,2656.453242,0.127862181,0.126398323,1.011581311,0.311738285,0.99947604
Cd36,170.194337,0.168559086,0.311207786,0.541628756,0.588074278,0.99947604
Cd37,553.2806804,-0.036087681,0.245037788,-0.147273942,0.8829158,0.99947604
Cd38,427.0977344,-0.042093414,0.188659968,-0.223117889,0.823443756,0.99947604
Cd3d,5.926433011,0.929365584,1.536882352,0.604708345,0.545372802,0.99947604
Cd3e,29.9959926,-0.658469271,0.735057137,-0.895806921,0.370355893,0.99947604
Cd3g,15.15796948,0.040999339,0.875252392,0.046842876,0.962638456,0.99947604
Cd4,318.2271315,1.059917016,0.592803923,1.787972338,0.073780471,0.99947604
Cd40,32.14393941,-0.612199054,0.536943145,-1.140156196,0.254221233,0.99947604
Cd40lg,1.236029071,-3.461913878,3.675477935,-0.941894888,0.346246458,0.99947604
Cd44,832.0394024,-0.091830417,0.17351362,-0.529240394,0.596638698,0.99947604
Cd46,288.7783787,0.082278949,0.26037397,0.316002972,0.752000252,0.99947604
Cd47,10286.59175,0.044490875,0.094189038,0.472357246,0.636671816,0.99947604
Cd48,171.6720145,-0.313475585,0.329294876,-0.951960105,0.341117215,0.99947604
Cd5,22.28743893,1.145124232,0.642114375,1.783364891,0.074526924,0.99947604
Cd52,444.75269,-0.088473007,0.224877882,-0.393426897,0.694004207,0.99947604
Cd53,924.5598629,-0.089066951,0.180410869,-0.493689498,0.621525483,0.99947604
Cd55,376.6992053,-0.088597996,0.18810993,-0.470990533,0.637647495,0.99947604
Cd59a,1081.770744,-0.268770567,0.155833591,-1.724728061,0.084576492,0.99947604
Cd59b,50.79293213,-0.447536243,0.496546032,-0.901298598,0.367429579,0.99947604
Cd5l,13.8528754,-1.32622013,1.446981883,-0.916542319,0.359382522,0.99947604
Cd6,99.47839904,-0.229564021,0.397734325,-0.577179305,0.563818336,0.99947604
Cd63,5644.67848,-0.06428409,0.075821367,-0.847836077,0.396529268,0.99947604
Cd68,1490.525208,-0.070806194,0.190222041,-0.372229178,0.709722223,0.99947604
Cd69,7.941241701,-0.459098936,1.347793897,-0.340629926,0.733382197,0.99947604
Cd7,26.98820253,0.553580123,0.617433787,0.896582166,0.369941918,0.99947604
Cd70,7.265713204,0.14729819,1.475651461,0.099819093,0.92048795,0.99947604
Cd72,73.24277474,-0.786052247,0.492897799,-1.594757066,0.110766571,0.99947604
Cd74,2104.691006,0.102053577,0.345008344,0.295800316,0.767382582,0.99947604
Cd79a,38.05364839,0.449699153,0.684571117,0.656906408,0.511241098,0.99947604
Cd79b,16.64297709,0.826739196,0.835024207,0.990078119,0.322135937,0.99947604
Cd80,81.55784406,0.17009012,0.360884947,0.471313979,0.637416535,0.99947604
Cd81,18246.85359,-0.032069579,0.052314768,-0.613011984,0.539868416,0.99947604
Cd82,1933.992052,0.051258393,0.108939423,0.470521977,0.637982137,0.99947604
Cd83,1742.899534,-0.391296471,0.157879218,-2.478454577,0.013195291,0.930065421
Cd84,579.1250436,0.020577672,0.191349297,0.107539836,0.914360724,0.99947604
Cd86,292.8177867,0.140403504,0.213778464,0.656771039,0.511328149,0.99947604
Cd8a,30.73511873,1.671752877,0.926869657,1.803654769,0.071285444,0.99947604
Cd8b1,13.57447594,0.183625542,0.952860145,0.192709857,0.847186204,0.99947604
Cd9,4710.787162,-0.05156606,0.122641438,-0.420461968,0.674148007,0.99947604
Cd93,554.4091079,-0.056332931,0.187910888,-0.299785349,0.764340891,0.99947604
Cd96,4.690626075,1.049810174,1.871788349,0.560859444,0.574893359,0.99947604
Cd99l2,5455.987942,-0.135473873,0.096014518,-1.410972804,0.158252633,0.99947604
Cda,150.7045778,-0.279929629,0.296108647,-0.945361211,0.344474498,0.99947604
Cdadc1,2922.077156,-0.060345504,0.073504374,-0.820978399,0.411658572,0.99947604
Cdan1,1074.806771,0.024734194,0.115963461,0.213292998,0.831098435,0.99947604
Cdc123,3388.699872,-0.001256015,0.061710175,-0.020353458,0.983761412,0.99947604
Cdc14a,384.1737623,-0.20136907,0.19480491,-1.033696071,0.301278271,0.99947604
Cdc14b,861.7387969,-0.071818962,0.138074451,-0.520146644,0.602961371,0.99947604
Cdc16,2603.560688,-0.116746348,0.08487087,-1.375576193,0.168952882,0.99947604
Cdc20,102.4472109,0.56575301,0.373766639,1.51365304,0.130113861,0.99947604
Cdc20b,6.381022858,0.957358556,1.586114289,0.603587373,0.54611801,0.99947604
Cdc23,2322.991013,0.08779304,0.069921358,1.25559689,0.209262159,0.99947604
Cdc25a,491.7453291,-0.193808539,0.151631719,-1.278153021,0.201195477,0.99947604
Cdc25b,690.0716583,0.102931387,0.154318076,0.667007973,0.504767041,0.99947604
Cdc25c,10.33416143,-1.542832835,1.307835026,-1.179684596,0.238125683,0.99947604
Cdc26,1205.653743,-0.057115079,0.111929839,-0.510275714,0.609858314,0.99947604
